date,keyword,segment,gender,age_group,search_volume,year,month
2023-06-01,스키,30대 남성,남성,30대,10.65307,2023,6
2023-07-01,스키,30대 남성,남성,30대,10.56628,2023,7
2023-08-01,스키,30대 남성,남성,30대,15.14428,2023,8
2023-09-01,스키,30대 남성,남성,30대,16.07724,2023,9
2023-10-01,스키,30대 남성,남성,30대,23.54089,2023,10
2023-11-01,스키,30대 남성,남성,30대,40.83315,2023,11
2023-12-01,스키,30대 남성,남성,30대,80.77674,2023,12
2024-01-01,스키,30대 남성,남성,30대,84.09633,2024,1
2024-02-01,스키,30대 남성,남성,30대,38.62009,2024,2
2024-03-01,스키,30대 남성,남성,30대,14.53677,2024,3
2024-04-01,스키,30대 남성,남성,30대,7.68062,2024,4
2024-05-01,스키,30대 남성,남성,30대,8.26643,2024,5
2024-06-01,스키,30대 남성,남성,30대,8.13625,2024,6
2024-07-01,스키,30대 남성,남성,30대,9.1126,2024,7
2024-08-01,스키,30대 남성,남성,30대,31.87242,2024,8
2024-09-01,스키,30대 남성,남성,30대,16.3376,2024,9
2024-10-01,스키,30대 남성,남성,30대,22.10891,2024,10
2024-11-01,스키,30대 남성,남성,30대,43.91408,2024,11
2024-12-01,스키,30대 남성,남성,30대,64.52592,2024,12
2025-01-01,스키,30대 남성,남성,30대,68.97374,2025,1
2025-02-01,스키,30대 남성,남성,30대,38.92384,2025,2
2025-03-01,스키,30대 남성,남성,30대,10.47949,2025,3
2025-04-01,스키,30대 남성,남성,30대,6.33543,2025,4
2025-05-01,스키,30대 남성,남성,30대,6.4873,2025,5
2025-06-01,스키,30대 남성,남성,30대,7.02972,2025,6
2025-07-01,스키,30대 남성,남성,30대,7.29008,2025,7
2025-08-01,스키,30대 남성,남성,30대,8.80885,2025,8
2025-09-01,스키,30대 남성,남성,30대,11.36906,2025,9
2025-10-01,스키,30대 남성,남성,30대,13.21327,2025,10
2025-11-01,스키,30대 남성,남성,30대,13.90757,2025,11
2023-01-01,스키,40대 남성,남성,40대,100.0,2023,1
2023-02-01,스키,40대 남성,남성,40대,55.58743,2023,2
2023-03-01,스키,40대 남성,남성,40대,14.70854,2023,3
2023-04-01,스키,40대 남성,남성,40대,7.21836,2023,4
2023-05-01,스키,40대 남성,남성,40대,8.29054,2023,5
2023-06-01,스키,40대 남성,남성,40대,8.44155,2023,6
2023-07-01,스키,40대 남성,남성,40대,9.52884,2023,7
2023-08-01,스키,40대 남성,남성,40대,14.18,2023,8
2023-09-01,스키,40대 남성,남성,40대,17.39655,2023,9
2023-10-01,스키,40대 남성,남성,40대,23.98067,2023,10
2023-11-01,스키,40대 남성,남성,40대,39.68589,2023,11
2023-12-01,스키,40대 남성,남성,40대,74.14678,2023,12
2024-01-01,스키,40대 남성,남성,40대,84.30987,2024,1
2024-02-01,스키,40대 남성,남성,40대,40.39565,2024,2
2024-03-01,스키,40대 남성,남성,40대,15.14648,2024,3
2024-04-01,스키,40대 남성,남성,40대,6.87103,2024,4
2024-05-01,스키,40대 남성,남성,40대,6.32739,2024,5
2024-06-01,스키,40대 남성,남성,40대,8.92479,2024,6
2024-07-01,스키,40대 남성,남성,40대,9.0456,2024,7
2024-08-01,스키,40대 남성,남성,40대,19.87315,2024,8
2024-09-01,스키,40대 남성,남성,40대,17.80428,2024,9
2024-10-01,스키,40대 남성,남성,40대,20.14497,2024,10
2024-11-01,스키,40대 남성,남성,40대,33.93234,2024,11
2024-12-01,스키,40대 남성,남성,40대,61.11446,2024,12
2025-01-01,스키,40대 남성,남성,40대,71.09634,2025,1
2025-02-01,스키,40대 남성,남성,40대,43.76321,2025,2
2025-03-01,스키,40대 남성,남성,40대,12.60948,2025,3
2025-04-01,스키,40대 남성,남성,40대,5.43642,2025,4
2025-05-01,스키,40대 남성,남성,40대,5.1797,2025,5
2025-06-01,스키,40대 남성,남성,40대,5.1797,2025,6
2025-07-01,스키,40대 남성,남성,40대,7.02204,2025,7
2025-08-01,스키,40대 남성,남성,40대,9.87617,2025,8
2025-09-01,스키,40대 남성,남성,40대,12.41316,2025,9
2025-10-01,스키,40대 남성,남성,40대,14.78405,2025,10
2025-11-01,스키,40대 남성,남성,40대,13.59106,2025,11
2023-01-01,스노우보드,20대 여성,여성,20대,100.0,2023,1
2023-02-01,스노우보드,20대 여성,여성,20대,62.44396,2023,2
2023-03-01,스노우보드,20대 여성,여성,20대,36.39382,2023,3
2023-04-01,스노우보드,20대 여성,여성,20대,19.90702,2023,4
2023-05-01,스노우보드,20대 여성,여성,20대,17.0347,2023,5
2023-06-01,스노우보드,20대 여성,여성,20대,15.90569,2023,6
2023-07-01,스노우보드,20대 여성,여성,20대,9.81238,2023,7
2023-08-01,스노우보드,20대 여성,여성,20대,14.26199,2023,8
2023-09-01,스노우보드,20대 여성,여성,20대,30.2341,2023,9
2023-10-01,스노우보드,20대 여성,여성,20대,31.8944,2023,10
2023-11-01,스노우보드,20대 여성,여성,20대,43.16785,2023,11
2023-12-01,스노우보드,20대 여성,여성,20대,74.97924,2023,12
2024-01-01,스노우보드,20대 여성,여성,20대,82.35098,2024,1
2024-02-01,스노우보드,20대 여성,여성,20대,46.173,2024,2
2024-03-01,스노우보드,20대 여성,여성,20대,26.66445,2024,3
2024-04-01,스노우보드,20대 여성,여성,20대,16.30416,2024,4
2024-05-01,스노우보드,20대 여성,여성,20대,13.7473,2024,5
2024-06-01,스노우보드,20대 여성,여성,20대,12.93375,2024,6
2024-07-01,스노우보드,20대 여성,여성,20대,8.84941,2024,7
2024-08-01,스노우보드,20대 여성,여성,20대,13.14959,2024,8
2024-09-01,스노우보드,20대 여성,여성,20대,24.78831,2024,9
2024-10-01,스노우보드,20대 여성,여성,20대,25.03735,2024,10
2024-11-01,스노우보드,20대 여성,여성,20대,32.79096,2024,11
2024-12-01,스노우보드,20대 여성,여성,20대,61.09912,2024,12
2025-01-01,스노우보드,20대 여성,여성,20대,56.40046,2025,1
2025-02-01,스노우보드,20대 여성,여성,20대,39.71442,2025,2
2025-03-01,스노우보드,20대 여성,여성,20대,25.18678,2025,3
2025-04-01,스노우보드,20대 여성,여성,20대,20.18927,2025,4
2025-05-01,스노우보드,20대 여성,여성,20대,16.88527,2025,5
2025-06-01,스노우보드,20대 여성,여성,20대,16.00531,2025,6
2025-07-01,스노우보드,20대 여성,여성,20대,7.7204,2025,7
2025-08-01,스노우보드,20대 여성,여성,20대,8.68338,2025,8
2025-09-01,스노우보드,20대 여성,여성,20대,21.10244,2025,9
2025-10-01,스노우보드,20대 여성,여성,20대,19.32591,2025,10
2025-11-01,스노우보드,20대 여성,여성,20대,14.56085,2025,11
2023-01-01,스노우보드,30대 여성,여성,30대,100.0,2023,1
2023-02-01,스노우보드,30대 여성,여성,30대,69.2468,2023,2
2023-03-01,스노우보드,30대 여성,여성,30대,35.86135,2023,3
2023-04-01,스노우보드,30대 여성,여성,30대,12.97888,2023,4
2023-05-01,스노우보드,30대 여성,여성,30대,10.26843,2023,5
2023-06-01,스노우보드,30대 여성,여성,30대,11.80609,2023,6
2023-07-01,스노우보드,30대 여성,여성,30대,10.58118,2023,7
2023-08-01,스노우보드,30대 여성,여성,30대,13.73468,2023,8
2023-09-01,스노우보드,30대 여성,여성,30대,17.43549,2023,9
2023-10-01,스노우보드,30대 여성,여성,30대,24.52436,2023,10
2023-11-01,스노우보드,30대 여성,여성,30대,40.08339,2023,11
2023-12-01,스노우보드,30대 여성,여성,30대,76.85691,2023,12
2024-01-01,스노우보드,30대 여성,여성,30대,88.11571,2024,1
2024-02-01,스노우보드,30대 여성,여성,30대,43.47146,2024,2
2024-03-01,스노우보드,30대 여성,여성,30대,12.64008,2024,3
2024-04-01,스노우보드,30대 여성,여성,30대,7.4798,2024,4
2024-05-01,스노우보드,30대 여성,여성,30대,7.40161,2024,5
2024-06-01,스노우보드,30대 여성,여성,30대,8.70471,2024,6
2024-07-01,스노우보드,30대 여성,여성,30대,8.65259,2024,7
2024-08-01,스노우보드,30대 여성,여성,30대,12.77039,2024,8
2024-09-01,스노우보드,30대 여성,여성,30대,16.91425,2024,9
2024-10-01,스노우보드,30대 여성,여성,30대,19.23377,2024,10
2024-11-01,스노우보드,30대 여성,여성,30대,28.19911,2024,11
2024-12-01,스노우보드,30대 여성,여성,30대,63.33072,2024,12
2025-01-01,스노우보드,30대 여성,여성,30대,63.14829,2025,1
2025-02-01,스노우보드,30대 여성,여성,30대,51.08157,2025,2
2025-03-01,스노우보드,30대 여성,여성,30대,10.11206,2025,3
2025-04-01,스노우보드,30대 여성,여성,30대,5.99426,2025,4
2025-05-01,스노우보드,30대 여성,여성,30대,5.2124,2025,5
2025-06-01,스노우보드,30대 여성,여성,30대,6.43732,2025,6
2025-07-01,스노우보드,30대 여성,여성,30대,6.35913,2025,7
2025-08-01,스노우보드,30대 여성,여성,30대,8.67865,2025,8
2025-09-01,스노우보드,30대 여성,여성,30대,11.72791,2025,9
2025-10-01,스노우보드,30대 여성,여성,30대,13.89106,2025,10
2025-11-01,스노우보드,30대 여성,여성,30대,10.26843,2025,11
2023-01-01,스노우보드,40대 여성,여성,40대,100.0,2023,1
2023-02-01,스노우보드,40대 여성,여성,40대,74.42403,2023,2
2023-03-01,스노우보드,40대 여성,여성,40대,51.00612,2023,3
2023-04-01,스노우보드,40대 여성,여성,40대,15.4564,2023,4
2023-05-01,스노우보드,40대 여성,여성,40대,10.20705,2023,5
2023-06-01,스노우보드,40대 여성,여성,40대,11.72353,2023,6
2023-07-01,스노우보드,40대 여성,여성,40대,10.52785,2023,7
2023-08-01,스노우보드,40대 여성,여성,40대,13.29833,2023,8
2023-09-01,스노우보드,40대 여성,여성,40대,14.31904,2023,9
2023-10-01,스노우보드,40대 여성,여성,40대,19.86001,2023,10
2023-11-01,스노우보드,40대 여성,여성,40대,32.42927,2023,11
2023-12-01,스노우보드,40대 여성,여성,40대,74.68649,2023,12
2024-01-01,스노우보드,40대 여성,여성,40대,95.50889,2024,1
2024-02-01,스노우보드,40대 여성,여성,40대,47.68153,2024,2
2024-03-01,스노우보드,40대 여성,여성,40대,13.26917,2024,3
2024-04-01,스노우보드,40대 여성,여성,40대,7.75736,2024,4
2024-05-01,스노우보드,40대 여성,여성,40대,8.34062,2024,5
2024-06-01,스노우보드,40대 여성,여성,40대,7.93234,2024,6
2024-07-01,스노우보드,40대 여성,여성,40대,9.59463,2024,7
2024-08-01,스노우보드,40대 여성,여성,40대,12.30679,2024,8
2024-09-01,스노우보드,40대 여성,여성,40대,14.40653,2024,9
2024-10-01,스노우보드,40대 여성,여성,40대,15.95217,2024,10
2024-11-01,스노우보드,40대 여성,여성,40대,25.19685,2024,11
2024-12-01,스노우보드,40대 여성,여성,40대,59.28842,2024,12
2025-01-01,스노우보드,40대 여성,여성,40대,64.82939,2025,1
2025-02-01,스노우보드,40대 여성,여성,40대,70.13706,2025,2
2025-03-01,스노우보드,40대 여성,여성,40대,11.57771,2025,3
2025-04-01,스노우보드,40대 여성,여성,40대,6.67833,2025,4
2025-05-01,스노우보드,40대 여성,여성,40대,5.86176,2025,5
2025-06-01,스노우보드,40대 여성,여성,40대,6.67833,2025,6
2025-07-01,스노우보드,40대 여성,여성,40대,6.50335,2025,7
2025-08-01,스노우보드,40대 여성,여성,40대,9.71128,2025,8
2025-09-01,스노우보드,40대 여성,여성,40대,11.25692,2025,9
2025-10-01,스노우보드,40대 여성,여성,40대,13.44415,2025,10
2025-11-01,스노우보드,40대 여성,여성,40대,13.50247,2025,11
2023-01-01,스노우보드,20대 남성,남성,20대,100.0,2023,1
2023-02-01,스노우보드,20대 남성,남성,20대,53.6932,2023,2
2023-03-01,스노우보드,20대 남성,남성,20대,10.34097,2023,3
2023-04-01,스노우보드,20대 남성,남성,20대,4.52766,2023,4
2023-05-01,스노우보드,20대 남성,남성,20대,4.42386,2023,5
2023-06-01,스노우보드,20대 남성,남성,20대,5.02275,2023,6
2023-07-01,스노우보드,20대 남성,남성,20대,6.14868,2023,7
2023-08-01,스노우보드,20대 남성,남성,20대,9.43863,2023,8
2023-09-01,스노우보드,20대 남성,남성,20대,12.79246,2023,9
2023-10-01,스노우보드,20대 남성,남성,20대,16.75317,2023,10
2023-11-01,스노우보드,20대 남성,남성,20대,31.01493,2023,11
2023-12-01,스노우보드,20대 남성,남성,20대,70.30264,2023,12
2024-01-01,스노우보드,20대 남성,남성,20대,77.40158,2024,1
2024-02-01,스노우보드,20대 남성,남성,20대,36.89211,2024,2
2024-03-01,스노우보드,20대 남성,남성,20대,7.89746,2024,3
2024-04-01,스노우보드,20대 남성,남성,20대,3.68921,2024,4
2024-05-01,스노우보드,20대 남성,남성,20대,4.05653,2024,5
2024-06-01,스노우보드,20대 남성,남성,20대,4.08847,2024,6
2024-07-01,스노우보드,20대 남성,남성,20대,5.23836,2024,7
2024-08-01,스노우보드,20대 남성,남성,20대,8.11307,2024,8
2024-09-01,스노우보드,20대 남성,남성,20대,10.64441,2024,9
2024-10-01,스노우보드,20대 남성,남성,20대,14.98842,2024,10
2024-11-01,스노우보드,20대 남성,남성,20대,19.10883,2024,11
2024-12-01,스노우보드,20대 남성,남성,20대,52.04823,2024,12
2025-01-01,스노우보드,20대 남성,남성,20대,53.28595,2025,1
2025-02-01,스노우보드,20대 남성,남성,20대,26.36748,2025,2
2025-03-01,스노우보드,20대 남성,남성,20대,4.29609,2025,3
2025-04-01,스노우보드,20대 남성,남성,20대,1.9564,2025,4
2025-05-01,스노우보드,20대 남성,남성,20대,2.15603,2025,5
2025-06-01,스노우보드,20대 남성,남성,20대,2.31573,2025,6
2025-07-01,스노우보드,20대 남성,남성,20대,3.39375,2025,7
2025-08-01,스노우보드,20대 남성,남성,20대,4.46378,2025,8
2025-09-01,스노우보드,20대 남성,남성,20대,6.36428,2025,9
2025-10-01,스노우보드,20대 남성,남성,20대,8.22486,2025,10
2025-11-01,스노우보드,20대 남성,남성,20대,7.83358,2025,11
2023-01-01,스노우보드,30대 남성,남성,30대,100.0,2023,1
2023-02-01,스노우보드,30대 남성,남성,30대,55.43323,2023,2
2023-03-01,스노우보드,30대 남성,남성,30대,13.78185,2023,3
2023-04-01,스노우보드,30대 남성,남성,30대,5.66768,2023,4
2023-05-01,스노우보드,30대 남성,남성,30대,5.1478,2023,5
2023-06-01,스노우보드,30대 남성,남성,30대,5.9531,2023,6
2023-07-01,스노우보드,30대 남성,남성,30대,6.91131,2023,7
2023-08-01,스노우보드,30대 남성,남성,30대,11.19266,2023,8
2023-09-01,스노우보드,30대 남성,남성,30대,15.158,2023,9
2023-10-01,스노우보드,30대 남성,남성,30대,20.83588,2023,10
2023-11-01,스노우보드,30대 남성,남성,30대,34.11824,2023,11
2023-12-01,스노우보드,30대 남성,남성,30대,68.22629,2023,12
2024-01-01,스노우보드,30대 남성,남성,30대,77.68603,2024,1
2024-02-01,스노우보드,30대 남성,남성,30대,36.33027,2024,2
2024-03-01,스노우보드,30대 남성,남성,30대,9.87767,2024,3
2024-04-01,스노우보드,30대 남성,남성,30대,4.49541,2024,4
2024-05-01,스노우보드,30대 남성,남성,30대,4.36289,2024,5
2024-06-01,스노우보드,30대 남성,남성,30대,4.95412,2024,6
2024-07-01,스노우보드,30대 남성,남성,30대,6.19775,2024,7
2024-08-01,스노우보드,30대 남성,남성,30대,9.79612,2024,8
2024-09-01,스노우보드,30대 남성,남성,30대,13.36391,2024,9
2024-10-01,스노우보드,30대 남성,남성,30대,17.12538,2024,10
2024-11-01,스노우보드,30대 남성,남성,30대,23.32313,2024,11
2024-12-01,스노우보드,30대 남성,남성,30대,55.23955,2024,12
2025-01-01,스노우보드,30대 남성,남성,30대,56.05504,2025,1
2025-02-01,스노우보드,30대 남성,남성,30대,30.96839,2025,2
2025-03-01,스노우보드,30대 남성,남성,30대,5.45361,2025,3
2025-04-01,스노우보드,30대 남성,남성,30대,2.61977,2025,4
2025-05-01,스노우보드,30대 남성,남성,30대,2.96636,2025,5
2025-06-01,스노우보드,30대 남성,남성,30대,2.99694,2025,6
2025-07-01,스노우보드,30대 남성,남성,30대,4.0265,2025,7
2025-08-01,스노우보드,30대 남성,남성,30대,6.33027,2025,8
2025-09-01,스노우보드,30대 남성,남성,30대,9.27624,2025,9
2025-10-01,스노우보드,30대 남성,남성,30대,8.48114,2025,10
2025-11-01,스노우보드,30대 남성,남성,30대,8.96024,2025,11
2023-01-01,스노우보드,40대 남성,남성,40대,100.0,2023,1
2023-02-01,스노우보드,40대 남성,남성,40대,57.87656,2023,2
2023-03-01,스노우보드,40대 남성,남성,40대,23.34915,2023,3
2023-04-01,스노우보드,40대 남성,남성,40대,8.41605,2023,4
2023-05-01,스노우보드,40대 남성,남성,40대,5.46683,2023,5
2023-06-01,스노우보드,40대 남성,남성,40대,7.13566,2023,6
2023-07-01,스노우보드,40대 남성,남성,40대,7.86937,2023,7
2023-08-01,스노우보드,40대 남성,남성,40대,13.40814,2023,8
2023-09-01,스노우보드,40대 남성,남성,40대,15.89699,2023,9
2023-10-01,스노우보드,40대 남성,남성,40대,22.47158,2023,10
2023-11-01,스노우보드,40대 남성,남성,40대,41.59113,2023,11
2023-12-01,스노우보드,40대 남성,남성,40대,70.3352,2023,12
2024-01-01,스노우보드,40대 남성,남성,40대,89.49791,2024,1
2024-02-01,스노우보드,40대 남성,남성,40대,43.70594,2024,2
2024-03-01,스노우보드,40대 남성,남성,40대,11.17824,2024,3
2024-04-01,스노우보드,40대 남성,남성,40대,5.32297,2024,4
2024-05-01,스노우보드,40대 남성,남성,40대,5.89843,2024,5
2024-06-01,스노우보드,40대 남성,남성,40대,6.22931,2024,6
2024-07-01,스노우보드,40대 남성,남성,40대,7.68234,2024,7
2024-08-01,스노우보드,40대 남성,남성,40대,11.06315,2024,8
2024-09-01,스노우보드,40대 남성,남성,40대,15.63803,2024,9
2024-10-01,스노우보드,40대 남성,남성,40대,19.52237,2024,10
2024-11-01,스노우보드,40대 남성,남성,40대,31.348,2024,11
2024-12-01,스노우보드,40대 남성,남성,40대,66.45087,2024,12
2025-01-01,스노우보드,40대 남성,남성,40대,71.57243,2025,1
2025-02-01,스노우보드,40대 남성,남성,40대,47.96432,2025,2
2025-03-01,스노우보드,40대 남성,남성,40대,10.91929,2025,3
2025-04-01,스노우보드,40대 남성,남성,40대,4.58926,2025,4
2025-05-01,스노우보드,40대 남성,남성,40대,4.1289,2025,5
2025-06-01,스노우보드,40대 남성,남성,40대,4.73313,2025,6
2025-07-01,스노우보드,40대 남성,남성,40대,5.95597,2025,7
2025-08-01,스노우보드,40대 남성,남성,40대,10.17119,2025,8
2025-09-01,스노우보드,40대 남성,남성,40대,13.22111,2025,9
2025-10-01,스노우보드,40대 남성,남성,40대,15.3503,2025,10
2025-11-01,스노우보드,40대 남성,남성,40대,14.04114,2025,11
